2026-09-10 14:22:38,13.5,1.2,16.2,16.2,10.5,75.0,8.0,10.5,0.0,5.7,84.0,8.61,100.0,2/3,simulation
2026-09-10 14:22:48,8.0,0.4,3.2,3.2,6.0,52.0,8.0,3.2,2.8,0.0,25.6,2.62,53.3,2/3,simulation
2026-09-10 14:22:52,5.0,0.1,0.5,0.5,2.5,18.0,8.0,0.5,2.0,0.0,4.0,0.41,20.0,1/3,simulation
2026-09-10 14:23:15,15.2,2.1,31.92,31.92,14.2,82.0,8.0,14.2,0.0,17.72,113.6,11.64,100.0,3/3,manual_simulation
2026-09-10 14:23:16,15.2,2.1,31.92,31.92,14.2,82.0,8.0,14.2,0.0,17.72,113.6,11.64,100.0,3/3,manual_simulation
2026-09-10 14:23:18,20.0,2.5,50.0,50.0,22.4,76.0,8.0,22.4,0.0,27.6,179.2,18.37,100.0,3/3,manual_simulation
2026-09-10 14:23:20,15.5,1.8,27.9,27.9,20.2,50.0,8.0,20.2,0.0,7.7,161.6,16.56,100.0,2/3,manual_simulation
2026-09-10 14:23:21,13.4,2.0,26.8,26.8,13.1,39.0,8.0,13.1,0.0,13.7,104.8,10.74,100.0,2/3,manual_simulation
2026-09-10 14:23:22,19.0,1.4,26.6,26.6,6.8,93.0,8.0,6.8,0.0,19.8,54.4,5.58,100.0,3/3,manual_simulation
2026-09-10 14:23:23,10.3,2.6,26.78,26.78,10.5,91.0,8.0,10.5,0.0,16.28,84.0,8.61,100.0,3/3,manual_simulation
2026-09-10 14:23:24,19.1,1.0,19.1,19.1,21.1,79.0,8.0,19.1,2.0,0.0,152.8,15.66,90.5,2/3,manual_simulation
2026-09-10 14:23:25,16.3,2.0,32.6,32.6,9.9,56.0,8.0,9.9,0.0,22.7,79.2,8.12,100.0,2/3,manual_simulation
2026-09-10 14:23:26,17.9,2.3,41.17,41.17,9.3,84.0,8.0,9.3,0.0,31.87,74.4,7.63,100.0,3/3,manual_simulation
2026-09-10 14:23:27,15.4,1.2,18.48,18.48,23.9,87.0,8.0,18.48,5.42,0.0,147.84,15.15,77.3,3/3,manual_simulation
2026-09-10 14:23:27,14.8,3.0,44.4,44.4,22.9,49.0,8.0,22.9,0.0,21.5,183.2,18.78,100.0,2/3,manual_simulation
2026-09-10 14:23:28,14.9,2.0,29.8,29.8,10.6,40.0,8.0,10.6,0.0,19.2,84.8,8.69,100.0,2/3,manual_simulation
2026-09-10 14:23:30,14.9,2.0,29.8,29.8,10.6,40.0,8.0,10.6,0.0,19.2,84.8,8.69,100.0,2/3,manual_simulation
2026-09-10 14:23:32,14.9,2.0,29.8,29.8,10.6,40.0,8.0,10.6,0.0,19.2,84.8,8.69,100.0,2/3,manual_simulation
2026-09-10 14:23:44,14.9,2.0,29.8,29.8,10.6,40.0,5.5,10.6,0.0,19.2,58.3,8.69,100.0,2/3,manual_simulation
2026-09-10 21:53:42,22.0,2.5,55.0,55.0,18.0,92.0,8.0,18.0,0.0,37.0,144.0,14.76,100.0,3/3,simulation
2026-09-10 21:53:53,13.5,1.2,16.2,16.2,10.5,75.0,8.0,10.5,0.0,5.7,84.0,8.61,100.0,2/3,simulation
2026-09-10 21:53:55,22.0,2.5,55.0,55.0,18.0,92.0,8.0,18.0,0.0,37.0,144.0,14.76,100.0,3/3,simulation
2026-09-10 21:53:58,13.5,1.2,16.2,16.2,10.5,75.0,8.0,10.5,0.0,5.7,84.0,8.61,100.0,2/3,simulation
2026-09-10 21:54:01,8.0,0.4,3.2,3.2,6.0,52.0,8.0,3.2,2.8,0.0,25.6,2.62,53.3,2/3,simulation
2026-09-10 21:54:04,5.0,0.1,0.5,0.5,2.5,18.0,8.0,0.5,2.0,0.0,4.0,0.41,20.0,1/3,simulation
2026-09-10 21:54:07,14.0,1.8,25.2,25.2,32.0,60.0,8.0,25.2,6.8,0.0,201.6,20.66,78.8,2/3,simulation
2026-09-10 21:54:10,12.5,1.0,12.5,12.5,4.2,85.0,8.0,4.2,0.0,8.3,33.6,3.44,100.0,3/3,simulation
2026-09-10 21:54:25,12.1,2.1,25.41,25.41,13.8,82.0,8.0,13.8,0.0,11.61,110.4,11.32,100.0,2/3,manual_simulation
2026-09-10 21:54:30,12.1,2.1,25.41,25.41,13.8,82.0,8.0,13.8,0.0,11.61,110.4,11.32,100.0,2/3,manual_simulation
2026-09-10 21:54:31,11.9,2.8,33.32,33.32,15.6,70.0,8.0,15.6,0.0,17.72,124.8,12.79,100.0,3/3,manual_simulation
2026-09-10 22:21:56,11.9,2.8,33.32,33.32,15.6,70.0,8.0,15.6,0.0,17.72,124.8,12.79,100.0,3/3,manual_simulation
2026-09-10 22:21:58,19.7,1.3,25.61,25.61,13.8,86.0,8.0,13.8,0.0,11.81,110.4,11.32,100.0,3/3,manual_simulation
2026-09-10 22:22:00,16.2,1.5,24.3,24.3,8.5,48.0,8.0,8.5,0.0,15.8,68.0,6.97,100.0,2/3,manual_simulation
2026-09-10 22:23:01,22.0,2.5,55.0,55.0,18.0,92.0,8.0,18.0,0.0,37.0,144.0,14.76,100.0,3/3,simulation
2026-09-10 22:23:05,13.5,1.2,16.2,16.2,10.5,75.0,8.0,10.5,0.0,5.7,84.0,8.61,100.0,2/3,simulation
